Id,Language_knows
9450,Groovy;Java;Python;Ruby;Scala;SQL
9451,Bash/Shell;C;C++;Haskell;Java;JavaScript;LISP;Python;Swift
9452,Bash/Shell;C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;SQL
9453,Go;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;SQL
9454,Bash/Shell;Go;Java;Kotlin;PHP
9455,Bash/Shell;C;C++;HTML/CSS;JavaScript;Node.js;SQL
9456,JavaScript;Node.js;PHP;Rust;SQL;TypeScript
9457,Python
9458,Bash/Shell;C++;Java;JavaScript;Python;Rust
9459,C#;JavaScript;Python
9460,C#;HTML/CSS;JavaScript;SQL
9461,Bash/Shell;C#;F#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
9462,Bash/Shell;Python;R
9463,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript
9464,Bash/Shell;Dart;Java;JavaScript;Node.js;SQL;Swift
9465,HTML/CSS;JavaScript;Node.js;Python
9466,JavaScript;Python;Swift;TypeScript
9467,Go;Groovy;Java;JavaScript;Kotlin;Node.js;Objective-C;PowerShell;SQL;Swift;TypeScript
9468,C#;C++;Python;SQL
9469,Bash/Shell;C;C++;Go;HTML/CSS;Java;JavaScript;SQL
9470,Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift
9471,C#;HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL
9472,JavaScript;Python;R;Scala;SQL;VBA
9473,HTML/CSS;Java;JavaScript;Python
9474,HTML/CSS;Java;JavaScript;Python;SQL
9475,C;Python;Rust
9476,C#;Python;Rust
9477,Bash/Shell;C;C++;Java;JavaScript;Python;Ruby;SQL;TypeScript
9478,HTML/CSS;Java;JavaScript;Node.js;PHP;TypeScript
9479,C;C#;C++;Go;HTML/CSS;Java;JavaScript;Python;Rust;Swift
9480,C;C#;HTML/CSS;Java;JavaScript;Node.js;Python
9481,Bash/Shell;HTML/CSS;JavaScript;Python;SQL
9482,Bash/Shell;C;C#;Go;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript
9483,HTML/CSS;JavaScript;PHP;Python;TypeScript
9484,C#;JavaScript;Python
9485,Bash/Shell;Groovy;JavaScript;Kotlin;Node.js;Python;Rust;SQL
9486,Java;JavaScript;Kotlin;Node.js;Rust
9487,Assembly;Bash/Shell;C;C++;Go;HTML/CSS;JavaScript;PHP;PowerShell;SQL
9488,JavaScript;Node.js;Python;Rust;TypeScript
9489,C#;C++;Delphi;HTML/CSS;Java;JavaScript;Objective-C;PHP;SQL;Swift;TypeScript
9490,Bash/Shell;Python;SQL
9491,HTML/CSS;Kotlin;Rust;SQL;TypeScript
9492,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript
9493,C#;C++;HTML/CSS;Java;Kotlin;Node.js;PHP;SQL;TypeScript
9494,C++;Python;R;SQL
9495,HTML/CSS;Java;JavaScript;TypeScript
9496,HTML/CSS;JavaScript;Node.js
9497,C;C++;Dart;Java;Python
9498,Assembly;C;HTML/CSS;JavaScript
9499,Go;HTML/CSS;JavaScript
9500,Bash/Shell;C;C++;Java;Rust
9501,C++;Dart
9502,Groovy;HTML/CSS;Java;Kotlin;Python;Rust
9503,C#;HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL
9504,C#;Java;JavaScript
9505,Bash/Shell;C;C#;HTML/CSS;Java;JavaScript;Python;Swift
9506,Bash/Shell;C++;Python;VBA
9507,JavaScript;Node.js;TypeScript
9508,C#;HTML/CSS;Java;JavaScript;Node.js;Python;SQL
9509,C#;HTML/CSS;JavaScript;SQL
9510,C;HTML/CSS;Java;JavaScript;Matlab;Python;SQL
9511,Java;JavaScript;Python;TypeScript
9512,Bash/Shell;Java;Python;SQL
9513,C;C#;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;SQL;Swift;TypeScript
9514,Bash/Shell;Python;R
9515,C#;HTML/CSS;Java;JavaScript;SQL
9516,Haskell;HTML/CSS;JavaScript;Matlab;Node.js;Python;R
9517,HTML/CSS;PHP;SQL
9518,Assembly;Bash/Shell;C;C#;C++;Delphi;F#;Go;Haskell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
9519,C;C#;HTML/CSS;JavaScript;Node.js;Python
9520,Clojure;JavaScript
9521,HTML/CSS;JavaScript;Node.js;Python
9522,C;C#;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;PHP;PowerShell;Python
9523,Bash/Shell
9524,C;C#;C++;F#;JavaScript;PowerShell;SQL;TypeScript
9525,Dart;TypeScript
9526,Python;SQL
9527,Java;JavaScript;Julia;PHP;Python;SQL;TypeScript
9528,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Perl;Python;SQL
9529,Assembly;C;Java;JavaScript;Node.js;Python
9530,Bash/Shell;Python;Rust
9531,HTML/CSS;JavaScript;Node.js;PHP;TypeScript
9532,C++;HTML/CSS;JavaScript;Matlab;Node.js;Python
9533,Bash/Shell;C;Node.js
9534,C#;HTML/CSS;JavaScript;SQL;TypeScript
9535,C++;Java;Python;SQL
9536,Kotlin
9537,Dart;HTML/CSS;JavaScript;Node.js;PowerShell;Ruby;SQL;TypeScript
9538,C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL
9539,C#;JavaScript;SQL
9540,JavaScript;TypeScript
9541,Dart;JavaScript;Kotlin;Python
9542,C;C#;Java;PowerShell;Python;SQL;VBA
9543,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;PowerShell;SQL;TypeScript
9544,Bash/Shell;C;Go;Java;JavaScript;Kotlin;Node.js;Python;Rust;TypeScript
9545,Bash/Shell;C#;Go;HTML/CSS;JavaScript;Node.js;PowerShell;SQL
9546,C#;C++;Rust
9547,Java;JavaScript;SQL
9548,HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;Swift
9549,HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python
9550,HTML/CSS;Java;JavaScript;Node.js;Rust;TypeScript
9551,HTML/CSS;JavaScript;Node.js;TypeScript
9552,C;HTML/CSS;JavaScript;Matlab;Node.js;PowerShell;Python;SQL
9553,Dart;HTML/CSS;Java;JavaScript;Node.js
9554,C#;HTML/CSS;JavaScript;Python;SQL
9555,Bash/Shell;Objective-C;Swift
9556,Bash/Shell;C++;HTML/CSS;TypeScript
9557,C#;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;TypeScript
9558,HTML/CSS;JavaScript;PHP;Python
9559,Assembly;Bash/Shell;C;C#;C++;Clojure;Go;Haskell;Java;PHP;PowerShell;Python;SQL
9560,Bash/Shell;Java;JavaScript;Node.js;Python
9561,Go;HTML/CSS;JavaScript;Node.js;PHP;Ruby;SQL
9562,C;C#;C++;HTML/CSS;Java;JavaScript;Matlab;Python;VBA
9563,Kotlin;PHP
9564,Go;Java;Python;Rust
9565,C;C#;C++;Java;JavaScript;Kotlin
9566,Elixir;Go;PHP;Python;Ruby
9567,C++;Go;HTML/CSS;JavaScript;Rust;TypeScript
9568,C#;HTML/CSS;JavaScript;SQL
9569,HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript
9570,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;TypeScript
9571,Assembly;Bash/Shell;C;C++;Go;HTML/CSS;JavaScript;Perl;PowerShell;Python
9572,C;C++;HTML/CSS;JavaScript;Node.js
9573,C#;HTML/CSS;JavaScript;Python
9574,HTML/CSS;Java;Kotlin;TypeScript
9575,HTML/CSS;JavaScript;Perl;PHP;SQL
9576,Bash/Shell;Go;JavaScript;Node.js;Python;Rust
9577,Bash/Shell;HTML/CSS;JavaScript;Python;SQL
9578,JavaScript
9579,Bash/Shell;C;Dart;HTML/CSS;Java;Kotlin;Python;Rust
9580,C#;SQL
9581,HTML/CSS;JavaScript;Node.js;Python;SQL
9582,Bash/Shell;HTML/CSS;Java;JavaScript;SQL
9583,Bash/Shell;Python
9584,C#;Go;JavaScript;PHP;TypeScript
9585,C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Matlab;Node.js;PHP;Python;SQL;Swift
9586,C#;C++;Matlab;Python;SQL
9587,C#;Go;HTML/CSS;Java;JavaScript;Kotlin;Ruby;Rust;TypeScript
9588,Clojure;Go;Julia;Scala
9589,C;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;PowerShell;Python;R;SQL;TypeScript
9590,Bash/Shell;HTML/CSS;JavaScript;Node.js;Rust;SQL;TypeScript
9591,Bash/Shell;Go;HTML/CSS;JavaScript;Python;TypeScript
9592,HTML/CSS;JavaScript;PHP;Python;Rust
9593,HTML/CSS;Java;JavaScript;PHP;SQL;VBA
9594,Python;Ruby;TypeScript
9595,HTML/CSS;PHP;SQL
9596,C;Clojure;HTML/CSS;Java;JavaScript;Node.js;Objective-C;Python;SQL
9597,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;TypeScript
9598,C#;HTML/CSS;JavaScript;Ruby;Rust;TypeScript
9599,Bash/Shell;Python;Rust;VBA
9600,Bash/Shell;C;COBOL;HTML/CSS;JavaScript;Node.js;PowerShell;Python
9601,HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript
9602,C++;Python;Rust;TypeScript
9603,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;PHP;Rust;SQL;Swift
9604,C;C++;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL
9605,Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PowerShell;Python;SQL;TypeScript
9606,Bash/Shell;Python;Ruby
9607,C;Java;Python;SQL
9608,Java;Kotlin;Python;Rust;SQL;TypeScript
9609,Bash/Shell;C#;C++;PowerShell;Python
9610,C++;Go;Java;SQL
9611,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
9612,C++;JavaScript;PHP
9613,C;C#;C++;Python;SQL;VBA
9614,C;C++;HTML/CSS;Java;JavaScript;SQL
9615,Bash/Shell;C
9616,Dart;TypeScript
9617,C++;Go;Python;Rust
9618,HTML/CSS;JavaScript;PHP;SQL
9619,HTML/CSS;Java;JavaScript;Kotlin;Node.js;SQL;Swift
9620,Assembly;C;C++;Java;Python;R;Rust
9621,Dart;Java;SQL
9622,Java;JavaScript
9623,Python;SQL
9624,HTML/CSS;JavaScript;PHP
9625,Node.js;Swift
9626,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;Python
9627,Bash/Shell;C;C#;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;R;Rust;SQL;TypeScript
9628,C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python
9629,Python
9630,Bash/Shell;C#;C++;HTML/CSS;JavaScript;Node.js;PHP;Python;Rust;TypeScript
9631,HTML/CSS;JavaScript;PHP;SQL
9632,Dart;JavaScript;PHP;Python;SQL
9633,Bash/Shell;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript
9634,Java;Python;SQL
9635,Go;HTML/CSS;JavaScript;Node.js;SQL;TypeScript
9636,C;C++;Java;JavaScript;Node.js
9637,Bash/Shell;C;Go;Python;Rust
9638,Bash/Shell;C;C#;C++;PowerShell;Python
9639,Haskell;HTML/CSS;Java;JavaScript;Python;Rust;Scala;SQL;TypeScript
9640,Java;Python;TypeScript
9641,Dart;HTML/CSS;JavaScript;Python
9642,C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;VBA
9643,Bash/Shell;Elixir;HTML/CSS;Java;JavaScript;Node.js;Python;Rust;SQL;TypeScript
9644,Bash/Shell;C;Go;HTML/CSS;Java;JavaScript;Node.js;Python;Rust;SQL;TypeScript
9645,C;C++;Objective-C;Rust;Swift
9646,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;Python;SQL
9647,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript
9648,C;C#;C++;Python;Rust
9649,Bash/Shell;C;C++;HTML/CSS;JavaScript;Perl;PHP;PowerShell;Python;SQL
9650,Python
9651,Bash/Shell;HTML/CSS;JavaScript;PowerShell;Python
9652,Bash/Shell;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript
9653,C#;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;PHP;Python;Ruby;SQL;VBA
9654,C#;Dart;Java;JavaScript;Kotlin;PowerShell
9655,C#;C++
9656,JavaScript;Matlab;Rust
9657,C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript
9658,C#
9659,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;Python;SQL
9660,Java;JavaScript;Node.js;Objective-C;Python;Swift;TypeScript
9661,Bash/Shell;F#;JavaScript;SQL;TypeScript
9662,C;C#;Java;Python;Scala;SQL
9663,C#;HTML/CSS;JavaScript;PHP;Python;SQL
9664,C++;JavaScript;Ruby;SQL;TypeScript
9665,Bash/Shell;C++;HTML/CSS;JavaScript;Python;Rust
9666,Bash/Shell;Java;PHP;Python;Rust
9667,Assembly;Bash/Shell;C;C++;Java;PHP;Python;SQL
9668,Bash/Shell;HTML/CSS;JavaScript;Python;SQL
9669,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript
9670,C#;Go;HTML/CSS;JavaScript;Node.js;Python;Rust;Scala;SQL
9671,JavaScript;Python
9672,HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript
9673,C#;Python;SQL
9674,Objective-C;Swift
9675,Java;Python
9676,C#;C++;JavaScript;Node.js;Python
9677,C;Dart;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;Swift;TypeScript
9678,Bash/Shell;Node.js;PHP;Rust;SQL;TypeScript
9679,Bash/Shell;C;C++;Go;HTML/CSS;Java;JavaScript;Perl;PowerShell;Python;Ruby;Rust;Scala;SQL;TypeScript;VBA
9680,C#;HTML/CSS;JavaScript;SQL;TypeScript
9681,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript
9682,C;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;Python
9683,C#;HTML/CSS;Java;JavaScript;PHP;SQL
9684,Assembly;Bash/Shell;C;C#;C++;Haskell;HTML/CSS;Java;JavaScript;Julia;Node.js;PHP;Python;Ruby;Rust;SQL
9685,JavaScript;Kotlin;Matlab;Node.js;Python;SQL;TypeScript
9686,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Perl;PHP
9687,Bash/Shell;Dart;JavaScript;PHP;SQL
9688,JavaScript;Node.js;Python
9689,Assembly;Bash/Shell;C;C++;HTML/CSS;JavaScript;PowerShell;Python;VBA
9690,C#;HTML/CSS;Java;JavaScript;SQL
9691,Python;R
9692,Assembly;Bash/Shell;C++;Dart;HTML/CSS;JavaScript;TypeScript
9693,C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;SQL;TypeScript
9694,Dart;Objective-C;Python;Swift
9695,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL
9696,Bash/Shell;HTML/CSS;PowerShell;Python
9697,Julia;Python
9698,Bash/Shell;Groovy;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;SQL;TypeScript
9699,Dart;Java;JavaScript;Kotlin;Node.js;PHP;SQL
9700,Python;Rust;TypeScript
9701,Go;Rust;TypeScript
9702,C;C#;JavaScript
9703,Groovy;Java;JavaScript
9704,Python
9705,C;Julia;Python;Rust
9706,Python;R;Rust;Scala
9707,C++;JavaScript;Python;Rust
9708,Haskell;JavaScript;Node.js;Ruby
9709,Bash/Shell;Go;Java;Scala;SQL;TypeScript
9710,Erlang;Java;JavaScript;Kotlin;Node.js;PHP;SQL;TypeScript
9711,C#;Go;JavaScript;TypeScript
9712,Assembly;C;Rust
9713,Bash/Shell;C#;C++;JavaScript;PowerShell;Python;SQL
9714,C#;C++;JavaScript
9715,C#;HTML/CSS;JavaScript;SQL
9716,Node.js;Python
9717,Python;R
9718,Bash/Shell;C++;Dart;Groovy;Java;Kotlin;PHP;SQL
9719,Assembly;Bash/Shell;C;Go;Python
9720,Bash/Shell;C#;HTML/CSS;JavaScript;Matlab;PowerShell;Python;SQL
9721,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;Perl;PHP;Python;SQL
9722,HTML/CSS;JavaScript;PHP;Python;SQL
9723,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript
9724,Dart;Java;Kotlin
9725,C++;SQL
9726,Bash/Shell;R
9727,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;Python;SQL
9728,Assembly;C#;HTML/CSS;Java;SQL;TypeScript
9729,Bash/Shell;HTML/CSS;JavaScript;Node.js;TypeScript
9730,Bash/Shell;C;C++;Python;SQL
9731,Go;Java;JavaScript;Python
9732,Bash/Shell;Haskell;Java;JavaScript;Python;Rust
9733,Bash/Shell;Java;JavaScript;Node.js;Python;Scala;SQL;TypeScript
9734,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript
9735,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;TypeScript
9736,Bash/Shell;C#;Go;HTML/CSS;JavaScript;Node.js;SQL
9737,Bash/Shell;Java;JavaScript;Kotlin;Python;Rust;SQL
9738,Bash/Shell;C;C++;Haskell;HTML/CSS;Julia;Node.js;Perl;Python;R;Rust
9739,C;C#;Dart;HTML/CSS;Java;JavaScript;PHP;SQL
9740,JavaScript;Node.js;Python;Rust;TypeScript
9741,Assembly;Bash/Shell;C;Go;Python;Rust;TypeScript
9742,Clojure;HTML/CSS;Python;Rust;SQL;VBA
9743,HTML/CSS;Java;JavaScript;Node.js;Python;R;SQL
9744,Bash/Shell;C;C++;Python;Rust;TypeScript;VBA
9745,C#;HTML/CSS;JavaScript;SQL;TypeScript
9746,HTML/CSS;JavaScript;Python;Swift
9747,F#;VBA
9748,Assembly;C;Python
9749,HTML/CSS;Python;R;SQL
9750,C#;HTML/CSS;JavaScript;PHP;SQL
9751,Bash/Shell;C#;HTML/CSS;JavaScript;Ruby;SQL;TypeScript
9752,Bash/Shell;C;C++;HTML/CSS;JavaScript;Node.js;Python
9753,Bash/Shell;Clojure;Go;HTML/CSS;Java;JavaScript;Node.js;Python;R;Rust;SQL;TypeScript
9754,JavaScript;Python;TypeScript
9755,Assembly;C;C++;Go;HTML/CSS;JavaScript;Node.js;R;Rust;SQL;TypeScript
9756,HTML/CSS;Java;JavaScript;Node.js;SQL
9757,C#;HTML/CSS;JavaScript;PowerShell;SQL
9758,Bash/Shell;C#;Haskell;LISP;Python;Rust
9759,HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript
9760,Java
9761,HTML/CSS;JavaScript;Node.js;TypeScript
9762,C;C++;HTML/CSS;JavaScript;Matlab;PHP;Python;SQL
9763,HTML/CSS;JavaScript;Node.js;TypeScript
9764,Assembly;C;Python;Rust
9765,HTML/CSS;Java;JavaScript;SQL;TypeScript
9766,C#;Java;JavaScript;Python;Ruby
9767,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
9768,Dart;Java;Kotlin
9769,Bash/Shell;Ruby
9770,C#;HTML/CSS;JavaScript;SQL
9771,HTML/CSS;Java;JavaScript
9772,Go;Python;Scala
9773,C;C#;Crystal;HTML/CSS;JavaScript;Julia;Node.js;PHP;Python;SQL;TypeScript
9774,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;Swift;TypeScript
9775,Bash/Shell;C#;Java;Rust
9776,Bash/Shell;C++;JavaScript;Python;R;SQL
9777,Assembly;Bash/Shell;C;HTML/CSS;Java;JavaScript;Matlab;PHP;Python;R;SQL
9778,Bash/Shell;C;C++;Go;JavaScript;PHP;Python
9779,C#;SQL
9780,Dart;Go;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript
9781,C#;C++;JavaScript;Node.js;PHP;SQL;TypeScript
9782,Assembly;C;C++;Java;Matlab;Python
9783,C#;Groovy;HTML/CSS;Node.js;Python;TypeScript
9784,Bash/Shell;C++;HTML/CSS;Node.js;Python;TypeScript
9785,Go;Java;Kotlin;Node.js
9786,Bash/Shell;C#;HTML/CSS;Java;JavaScript;SQL;VBA
9787,Dart;JavaScript;SQL;TypeScript
9788,C#;Java;JavaScript;PHP;Python;R;TypeScript
9789,Go;JavaScript;Node.js;Python
9790,Assembly;C#;HTML/CSS;Java;JavaScript;Kotlin;Node.js
9791,C;C#;C++;HTML/CSS;JavaScript;Kotlin;Node.js;Rust;TypeScript
9792,R
9793,C;HTML/CSS;Java;JavaScript;Julia;Node.js;SQL;TypeScript
9794,C++;Matlab;Python
9795,HTML/CSS;JavaScript;Perl;Python
9796,Bash/Shell;Java;Rust
9797,HTML/CSS;JavaScript;TypeScript
9798,APL;Matlab;Python;SQL
9799,Bash/Shell;HTML/CSS;Java;JavaScript;LISP;Matlab;Node.js;PHP;Python;Rust;SQL
9800,Bash/Shell;Go;Python;Rust
9801,HTML/CSS;JavaScript;Ruby;SQL
9802,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;Kotlin;Node.js;PowerShell;Python;Rust;SQL;TypeScript
9803,HTML/CSS;JavaScript;Node.js;TypeScript
9804,Bash/Shell;Java;JavaScript;Node.js;Python;SQL;TypeScript
9805,Bash/Shell;C++;Python;Rust
9806,Assembly;Bash/Shell;HTML/CSS;Java;Python
9807,Bash/Shell;C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;Rust;SQL
9808,C;C#;Go;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript
9809,HTML/CSS;JavaScript;Node.js;PHP
9810,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;TypeScript
9811,Assembly;Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;Ruby;SQL;TypeScript
9812,Python
9813,HTML/CSS;JavaScript;PHP;SQL
9814,HTML/CSS;JavaScript;Node.js;SQL
9815,Assembly;Bash/Shell;C;Haskell;LISP;Matlab;Python;Rust
9816,HTML/CSS;Java;JavaScript;Node.js;Python;SQL
9817,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;SQL
9818,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;Rust
9819,C;C++;HTML/CSS;Java;JavaScript;LISP;Node.js;PHP;Python;SQL
9820,Bash/Shell;C;C++;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript
9821,C;C++;Python
9822,Bash/Shell;C++;Node.js;Python
9823,C#;HTML/CSS;JavaScript;SQL
9824,Bash/Shell;C;Python;SQL
9825,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;SQL;VBA
9826,C#;HTML/CSS;JavaScript;Perl;PowerShell;SQL
9827,HTML/CSS;Java;JavaScript;SQL
9828,Go;JavaScript;Python;Rust
9829,Bash/Shell;C;C++;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript;VBA
9830,HTML/CSS;Java;JavaScript;Node.js;Python;SQL
9831,JavaScript;Node.js;TypeScript
9832,HTML/CSS;JavaScript;Ruby
9833,C#;Java;Node.js;SQL
9834,Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Rust;SQL;TypeScript
9835,HTML/CSS;JavaScript;Node.js;Scala;TypeScript
9836,JavaScript;Rust
9837,Java;Kotlin;Python
9838,C;C#;C++;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Objective-C;PHP;PowerShell;Python;Rust;SQL;TypeScript
9839,Bash/Shell;HTML/CSS;Java;JavaScript;TypeScript
9840,C
9841,C#;HTML/CSS;JavaScript;PowerShell;SQL
9842,C#;C++;JavaScript;Julia;Kotlin
9843,Bash/Shell;C#;C++;Go;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript
9844,C;C#;C++;HTML/CSS;JavaScript;Node.js;Python;Rust;TypeScript
9845,Bash/Shell;C;C#;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python
9846,Assembly;Bash/Shell;C;C#;C++;COBOL;HTML/CSS;Java;JavaScript;LISP;Node.js;Perl;PHP;PowerShell;Python;Rust;SQL;VBA
9847,Java
9848,Groovy;Java;Kotlin
9849,Assembly;Bash/Shell;C;C++;Go;HTML/CSS;Python;Rust
9850,PHP
9851,C#;C++;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript
9852,Haskell;HTML/CSS;JavaScript;Kotlin;Node.js;PowerShell;Python;Rust
9853,C#;HTML/CSS;JavaScript;Node.js;TypeScript
9854,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL;TypeScript
9855,HTML/CSS;Java;JavaScript;Kotlin;Python
9856,JavaScript;Kotlin;PHP
9857,Java;JavaScript;Kotlin;Node.js;Objective-C;Rust;Swift;TypeScript
9858,HTML/CSS;JavaScript
9859,Go;JavaScript;Node.js;SQL;TypeScript
9860,C;C++;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;SQL;TypeScript
9861,C#;HTML/CSS;JavaScript;Python
9862,HTML/CSS;JavaScript;Node.js;Perl;PHP;PowerShell;Python;SQL
9863,C++;Matlab;Python;Rust
9864,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PHP;Scala;SQL;VBA
9865,Bash/Shell;C++
9866,Bash/Shell;JavaScript;PHP;Python;Rust;TypeScript
9867,Python;SQL
9868,C;C#;C++;Dart;Java;JavaScript;Matlab;Node.js;Objective-C;Python;Rust;SQL;Swift;TypeScript
9869,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL
9870,C++;HTML/CSS;JavaScript;Node.js;Rust;SQL;Swift;TypeScript
9871,C++;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript
9872,Bash/Shell;HTML/CSS;JavaScript;Node.js;Perl;PHP;PowerShell;Python;SQL
9873,HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL
9874,Assembly;C++;Dart;HTML/CSS;Java;JavaScript;Node.js;Python
9875,JavaScript;Python
9876,C;Python
9877,HTML/CSS;JavaScript;SQL;TypeScript
9878,Bash/Shell;Java;Python;Scala;SQL
9879,C#;Matlab;Python;SQL
9880,JavaScript;Rust
9881,HTML/CSS;Java;R;SQL
9882,C#;HTML/CSS;JavaScript;TypeScript
9883,Assembly;C;Crystal;Go;Python;Ruby;Rust;Swift
9884,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL
9885,Java;JavaScript
9886,Bash/Shell;C;Java;Rust;TypeScript
9887,HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;TypeScript
9888,C++
9889,Java;JavaScript;Node.js;SQL
9890,HTML/CSS;JavaScript;Node.js;TypeScript
9891,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript
9892,Bash/Shell;C;C++;JavaScript;Node.js;Python;SQL;Swift
9893,Bash/Shell;Go;Groovy;Java;Python
9894,HTML/CSS;JavaScript;LISP;PHP;TypeScript
9895,Bash/Shell;C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL
9896,Java;Kotlin
9897,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Perl;Python;Swift;VBA
9898,C++;HTML/CSS;Java;JavaScript;Node.js;Python;SQL
9899,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;R;SQL
9900,Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;TypeScript
9901,C#;HTML/CSS;JavaScript;SQL;TypeScript
9902,Dart;Go;Groovy;Java;JavaScript;TypeScript
9903,C++;HTML/CSS;JavaScript;SQL
9904,C#;HTML/CSS;JavaScript;Node.js;TypeScript
9905,HTML/CSS;Java;JavaScript
9906,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript
